cntry,netuse,gndr,agea,eisced,mnactic,hinctnta,ipcrtiv,impdiff,impfun,iscomajor,freqnet,nonet
GB,7,2,45,2,1,3,1,2,4,4,1,7
GB,6,2,45,3,5,1,2,1,2,9,1,6
GB,7,2,39,5,1,9,3,5,5,3,1,7
GB,0,2,78,1,6,2,5,5,5,9,0,1
GB,6,2,65,1,1,2,2,1,1,5,1,6
GB,6,1,31,6,1,7,4,1,1,1,1,6
GB,7,2,19,4,2,7,3,4,3,5,1,7
GB,0,2,65,1,1,6,5,4,4,9,0,1
GB,7,2,56,3,1,8,3,4,4,4,1,7
GB,5,1,53,4,1,10,4,1,2,1,0,5
GB,0,1,80,1,6,3,0,1,1,7,0,1
GB,1,2,63,1,6,4,3,2,3,2,0,1
GB,5,2,52,5,1,6,4,4,4,3,0,5
GB,7,2,34,7,1,9,5,4,4,2,1,7
GB,7,1,30,7,1,8,4,3,3,2,1,7
GB,0,2,83,1,6,1,2,2,4,9,0,1
GB,0,1,73,2,6,6,4,3,1,1,0,1
GB,7,1,48,7,1,10,3,2,4,5,1,7
GB,7,1,54,5,1,9,4,3,4,1,1,7
GB,7,1,43,2,1,6,4,1,3,1,1,7
GB,7,2,30,6,1,8,4,2,1,2,1,7
GB,0,1,71,2,6,2,4,4,3,4,0,1
GB,7,1,35,5,3,5,4,4,3,8,1,7
GB,7,2,52,5,6,8,4,4,2,9,1,7
GB,6,1,43,2,1,5,4,5,3,5,1,6
GB,6,1,61,5,1,10,4,1,2,1,1,6
GB,7,2,25,6,1,8,5,1,1,2,1,7
GB,6,2,35,2,1,7,4,4,4,9,1,6
GB,7,1,31,1,1,3,4,5,4,7,1,7
GB,7,1,35,6,1,10,4,5,3,2,1,7
GB,6,2,25,6,9,6,4,4,4,3,1,6
GB,5,2,35,1,8,1,4,4,1,5,0,5
GB,7,1,28,4,1,8,3,3,5,5,1,7
GB,1,2,78,1,6,1,4,4,4,9,0,1
GB,7,1,17,2,2,2,4,3,2,10,1,7
GB,0,2,57,4,8,2,3,1,3,2,0,1
GB,6,1,39,5,1,9,4,1,3,7,1,6
GB,7,1,24,4,1,10,4,4,5,3,1,7
GB,0,1,58,3,1,4,5,2,1,7,0,1
GB,6,2,76,1,6,7,3,3,4,4,1,6
GB,1,2,71,5,6,3,2,0,4,3,0,1
GB,7,2,36,2,1,5,3,4,4,9,1,7
GB,6,2,26,6,1,1,5,5,5,3,1,6
GB,6,1,23,5,1,10,5,4,5,7,1,6
GB,7,1,24,7,1,9,3,3,4,3,1,7
GB,6,2,31,6,1,8,1,4,2,1,1,6
GB,5,1,74,1,6,4,5,1,4,1,0,5
GB,6,2,29,4,1,6,2,5,2,1,1,6
GB,5,2,68,1,6,4,1,2,2,5,0,5
GB,0,1,68,1,6,2,2,1,3,8,0,1
GB,0,2,85,1,6,5,1,1,1,0,0,1
GB,7,2,31,2,9,3,3,2,4,5,1,7
GB,7,1,59,3,6,2,3,1,2,1,1,7
GB,5,2,58,4,1,7,5,1,3,2,0,5
GB,7,1,49,6,1,5,3,1,4,1,1,7
GB,0,2,61,1,6,1,5,1,2,4,0,1
GB,7,2,38,1,3,1,4,4,2,5,1,7
GB,0,2,51,1,5,2,1,1,2,5,0,1
GB,5,2,57,1,1,3,5,5,4,5,0,5
GB,6,1,82,1,6,2,4,4,4,5,1,6
GB,0,2,81,1,6,2,5,1,3,1,0,1
GB,0,1,89,1,6,1,2,1,1,7,0,1
GB,0,2,71,1,6,2,5,5,5,7,0,1
GB,6,2,39,7,1,6,4,4,2,4,1,6
GB,1,2,78,1,6,1,1,0,1,4,0,1
GB,7,2,47,6,1,2,2,1,2,4,1,7
GB,1,2,62,1,6,4,3,3,4,9,0,1
GB,0,1,76,1,6,1,4,3,3,7,0,1
GB,7,1,30,5,1,3,4,5,4,2,1,7
GB,3,2,74,2,6,2,5,5,3,4,0,3
GB,4,1,53,3,5,2,4,1,2,4,0,4
GB,5,2,48,2,1,2,2,4,4,4,0,5
GB,0,2,79,6,6,2,2,3,4,2,0,1
GB,0,1,74,2,6,1,4,1,2,9,0,1
GB,0,1,49,3,5,1,3,1,2,7,0,1
GB,1,2,43,6,1,7,5,5,4,9,0,1
GB,0,2,76,1,6,1,1,1,2,9,0,1
GB,7,1,43,5,1,9,2,2,5,1,1,7
GB,7,1,56,1,9,3,1,3,2,9,1,7
GB,7,1,38,3,1,6,4,2,1,5,1,7
GB,1,2,62,1,6,4,2,2,1,9,0,1
GB,0,2,74,1,6,1,3,1,2,9,0,1
GB,7,2,55,4,6,4,4,1,4,5,1,7
GB,7,1,34,6,3,1,5,3,3,3,1,7
GB,7,1,27,4,1,5,2,2,3,4,1,7
GB,0,2,91,1,6,1,1,1,1,8,0,1
GB,7,1,20,3,5,2,1,4,1,7,1,7
GB,0,1,35,3,5,1,4,3,1,9,0,1
GB,7,1,49,1,3,1,1,4,2,9,1,7
GB,0,1,83,1,6,4,4,5,4,7,0,1
GB,6,2,49,1,1,6,1,2,3,5,1,6
GB,7,2,31,4,1,2,4,4,4,4,1,7
GB,1,2,72,4,6,4,3,3,3,5,0,1
GB,1,2,65,4,1,3,2,2,3,5,0,1
GB,0,2,87,1,6,1,4,3,1,1,0,1
GB,6,2,50,7,1,10,1,2,2,3,1,6
GB,7,1,56,6,1,10,3,1,0,1,1,7
GB,6,2,79,5,6,4,5,4,4,3,1,6
GB,7,1,68,6,6,8,4,4,3,1,1,7
GB,6,2,36,4,1,7,5,4,4,5,1,6
GB,1,1,65,1,6,6,3,4,2,8,0,1
GB,6,1,75,1,6,6,5,5,4,9,1,6
GB,6,1,28,7,1,9,3,5,4,2,1,6
GB,6,2,43,6,1,10,4,3,2,1,1,6
GB,0,2,62,2,6,3,4,4,2,5,0,1
GB,4,1,40,7,1,10,4,4,3,1,0,4
GB,4,2,23,6,1,5,4,2,2,5,0,4
GB,4,2,28,5,1,6,4,4,4,3,0,4
GB,7,2,74,1,6,2,4,4,4,9,1,7
GB,7,2,59,2,6,1,3,1,3,4,1,7
GB,6,1,64,4,8,2,4,2,2,7,1,6
GB,6,1,66,7,6,7,3,1,1,1,1,6
GB,3,1,57,3,1,9,3,2,2,1,0,3
GB,4,2,24,4,8,1,5,4,1,5,0,4
GB,1,1,38,1,3,3,4,4,5,10,0,1
GB,7,1,37,5,1,7,4,4,4,4,1,7
GB,7,1,32,7,1,9,5,5,1,1,1,7
GB,7,2,35,3,1,5,4,5,4,5,1,7
GB,7,2,23,6,1,6,4,3,4,7,1,7
GB,2,2,52,1,4,4,5,5,5,5,0,2
GB,0,2,94,1,6,1,4,0,0,5,0,1
GB,1,1,54,1,8,6,2,2,2,7,0,1
GB,0,1,74,4,4,1,4,4,4,2,0,1
GB,7,1,21,1,3,6,4,1,4,9,1,7
GB,6,2,31,5,1,7,3,2,2,3,1,6
GB,6,2,34,2,1,2,4,4,4,8,1,6
GB,3,2,52,1,1,3,3,2,4,9,0,3
GB,7,1,29,7,1,8,4,4,3,1,1,7
GB,1,2,39,2,1,6,4,2,1,9,0,1
GB,6,2,19,5,1,5,5,5,5,5,1,6
GB,6,2,38,2,5,1,2,2,4,3,1,6
GB,7,1,34,6,1,10,4,3,4,3,1,7
GB,7,2,28,6,1,8,4,5,3,4,1,7
GB,7,1,33,6,1,10,3,5,2,1,1,7
GB,7,2,27,6,1,10,4,4,4,3,1,7
GB,7,1,24,7,1,9,2,2,3,4,1,7
GB,7,1,35,6,1,10,3,3,3,1,1,7
GB,7,1,36,4,1,9,4,4,2,2,1,7
GB,7,1,25,6,1,5,5,4,4,1,1,7
GB,0,2,77,5,2,1,5,2,5,10,0,1
GB,1,2,72,5,6,2,5,5,4,2,0,1
GB,7,2,34,5,1,1,4,4,2,3,1,7
GB,7,2,30,6,8,5,4,3,2,5,1,7
GB,7,2,31,3,1,5,1,0,4,5,1,7
GB,7,2,28,6,1,10,3,4,4,4,1,7
GB,7,1,54,3,1,6,4,5,1,7,1,7
GB,7,2,37,3,8,6,1,4,2,5,1,7
GB,7,2,43,6,8,9,2,3,4,3,1,7
GB,6,2,46,2,8,7,3,2,5,5,1,6
GB,7,2,28,3,1,3,4,4,3,5,1,7
GB,5,2,48,3,8,3,1,0,1,4,0,5
GB,7,1,32,6,1,9,5,4,3,3,1,7
GB,7,1,46,7,1,6,5,5,4,6,1,7
GB,7,2,59,5,1,5,1,3,2,2,1,7
GB,1,1,50,1,5,1,4,4,4,9,0,1
GB,4,1,22,2,3,1,2,2,2,8,0,4
GB,7,1,50,5,1,10,1,1,4,3,1,7
GB,7,1,31,7,2,1,3,1,2,3,1,7
GB,1,2,82,1,6,10,0,0,2,9,0,1
GB,7,2,27,6,1,6,5,5,5,1,1,7
GB,7,2,59,5,1,2,2,3,5,5,1,7
GB,7,1,38,6,1,9,4,3,3,4,1,7
GB,7,1,35,5,1,7,4,2,4,1,1,7
GB,7,1,17,4,2,10,2,1,4,9,1,7
GB,6,2,60,2,1,1,3,4,5,9,1,6
GB,7,2,38,7,1,8,2,3,2,2,1,7
GB,6,1,55,7,1,10,4,2,2,2,1,6
GB,7,1,63,7,1,6,4,4,4,5,1,7
GB,7,1,33,2,1,8,5,5,4,3,1,7
GB,0,1,35,1,3,8,2,5,4,8,0,1
GB,7,2,46,7,1,10,5,4,2,2,1,7
GB,7,2,45,5,1,7,5,4,3,1,1,7
GB,6,2,61,7,6,10,5,5,5,2,1,6
GB,6,1,43,3,1,5,5,4,5,8,1,6
GB,7,1,20,3,1,9,4,5,3,8,1,7
GB,7,1,48,6,1,9,4,3,4,2,1,7
GB,7,2,61,1,1,5,5,4,4,5,1,7
GB,1,2,77,1,6,9,2,0,5,8,0,1
GB,7,2,62,6,6,6,2,5,3,2,1,7
GB,7,1,64,6,6,7,4,4,2,2,1,7
GB,7,2,43,6,1,9,1,1,1,1,1,7
GB,7,2,42,2,1,6,5,2,5,8,1,7
GB,7,2,47,5,1,5,4,1,2,3,1,7
GB,7,1,51,6,1,8,3,3,2,3,1,7
GB,0,1,67,1,6,1,5,4,5,8,0,1
GB,7,1,48,6,1,9,3,2,3,1,1,7
GB,7,2,62,5,6,7,4,3,4,3,1,7
GB,7,2,29,6,8,8,3,2,4,2,1,7
GB,7,2,23,6,8,10,5,1,4,5,1,7
GB,7,2,59,2,1,6,5,2,1,1,1,7
GB,0,1,58,1,1,5,2,4,5,7,0,1
GB,7,2,33,5,1,8,2,3,1,1,1,7
GB,6,1,46,3,1,7,3,3,2,7,1,6
GB,1,1,81,1,6,2,2,3,3,7,0,1
GB,7,1,44,2,1,9,4,4,4,9,1,7
GB,7,1,53,4,1,8,4,1,1,8,1,7
GB,6,2,37,2,3,2,4,4,3,5,1,6
GB,6,1,67,5,6,2,3,1,1,7,1,6
GB,7,2,23,7,1,2,4,2,1,4,1,7
GB,7,1,42,4,1,7,3,2,3,1,1,7
GB,7,2,50,2,1,5,5,4,4,4,1,7
GB,7,1,73,3,6,4,3,5,5,7,1,7
GB,7,1,42,1,1,10,4,5,4,2,1,7
GB,0,2,69,1,6,2,4,3,1,6,0,1
GB,7,2,54,2,1,9,4,4,1,3,1,7
GB,7,2,54,6,1,8,5,1,1,2,1,7
GB,0,2,71,2,6,3,1,1,1,4,0,1
GB,0,2,60,1,1,6,1,1,2,5,0,1
GB,7,2,38,6,1,10,2,2,4,2,1,7
GB,7,2,24,6,2,5,5,5,4,8,1,7
GB,7,2,39,4,8,4,3,1,5,4,1,7
GB,1,2,75,4,6,3,1,2,4,4,0,1
GB,7,2,48,4,1,7,1,4,4,4,1,7
GB,6,1,42,2,1,9,4,4,4,0,1,6
GB,0,1,77,1,6,5,2,2,3,9,0,1
GB,6,2,36,4,8,10,4,3,4,4,1,6
GB,7,1,33,2,1,9,3,4,3,1,1,7
GB,6,2,44,4,1,5,1,1,3,5,1,6
GB,6,1,55,3,8,6,5,2,3,3,1,6
GB,7,1,40,6,1,10,3,5,4,1,1,7
GB,1,1,80,5,6,2,4,2,3,9,0,1
GB,7,2,55,2,1,1,5,1,1,2,1,7
GB,7,2,65,5,6,3,3,3,2,2,1,7
GB,7,1,33,6,1,9,3,2,3,3,1,7
GB,6,1,71,6,6,5,3,2,1,1,1,6
GB,7,1,27,3,1,6,4,2,4,3,1,7
GB,7,2,39,4,1,8,2,1,4,3,1,7
GB,7,1,51,3,5,1,3,2,4,1,1,7
GB,7,2,64,6,6,8,2,2,2,4,1,7
GB,7,1,31,5,1,4,1,1,1,0,1,7
GB,1,2,55,1,8,5,2,2,2,9,0,1
GB,7,1,53,5,1,7,3,2,1,1,1,7
GB,7,2,39,6,8,10,5,1,1,10,1,7
GB,6,1,86,1,6,1,1,5,3,8,1,6
GB,7,2,46,3,5,9,3,2,2,4,1,7
GB,7,1,44,7,1,10,5,2,3,2,1,7
GB,7,2,26,4,8,4,4,5,4,5,1,7
GB,7,1,24,5,1,7,5,4,4,2,1,7
GB,7,2,76,2,8,3,4,2,0,3,1,7
GB,6,2,55,6,1,8,4,4,2,1,1,6
GB,6,2,67,5,1,9,4,3,3,1,1,6
GB,7,2,53,5,1,7,2,3,5,3,1,7
GB,1,2,80,5,5,1,5,5,4,5,0,1
GB,6,1,36,6,1,7,5,3,2,1,1,6
GB,6,1,35,4,3,7,5,4,5,7,1,6
GB,7,1,26,7,1,7,4,1,2,2,1,7
GB,7,1,55,7,1,1,5,2,2,3,1,7
GB,7,1,30,5,1,8,5,4,4,2,1,7
GB,3,1,66,1,6,3,3,1,4,8,0,3
GB,7,2,48,2,8,8,3,0,1,4,1,7
GB,7,1,39,5,1,9,3,3,4,1,1,7
GB,7,2,36,4,1,7,4,3,1,4,1,7
GB,7,2,35,5,1,6,2,4,5,3,1,7
GB,7,2,33,5,1,10,5,5,5,4,1,7
GB,7,2,34,7,1,10,4,4,4,2,1,7
GB,7,1,51,3,1,10,3,2,2,1,1,7
GB,7,1,52,3,1,8,2,2,4,8,1,7
GB,6,2,54,6,8,10,2,4,2,4,1,6
GB,7,2,55,5,1,10,3,4,1,2,1,7
GB,7,2,26,2,8,4,1,5,2,9,1,7
GB,7,1,53,2,1,8,2,4,3,1,1,7
GB,7,1,62,7,8,10,4,5,3,3,1,7
GB,5,1,41,4,1,6,4,3,4,1,0,5
GB,6,2,26,2,1,6,4,2,5,5,1,6
GB,6,2,55,7,1,10,4,1,1,3,1,6
GB,7,2,49,2,1,7,4,2,5,2,1,7
GB,4,2,34,2,1,4,3,3,4,1,0,4
GB,7,2,61,3,1,6,5,4,2,4,1,7
GB,5,1,57,6,1,1,2,4,3,7,0,5
GB,7,2,61,5,6,6,4,4,2,3,1,7
GB,0,2,73,1,6,5,3,3,3,10,0,1
GB,1,2,87,1,6,1,2,1,3,4,0,1
GB,5,2,57,4,3,5,2,2,2,5,0,5
GB,7,1,29,6,1,8,4,4,3,2,1,7
GB,7,1,46,6,1,8,4,4,5,5,1,7
GB,7,1,57,2,6,5,4,3,2,8,1,7
GB,6,1,70,1,1,7,5,4,3,5,1,6
GB,7,1,38,5,1,10,3,3,2,7,1,7
GB,6,2,68,5,1,3,4,3,2,2,1,6
GB,0,1,58,3,5,5,4,3,3,5,0,1
GB,7,2,57,4,3,5,4,4,3,4,1,7
GB,1,1,68,1,6,6,4,3,3,8,0,1
GB,7,2,65,6,6,6,2,4,2,2,1,7
GB,0,2,63,2,6,1,1,4,2,9,0,1
GB,0,2,44,2,9,4,2,4,0,4,0,1
GB,0,2,61,1,6,2,5,3,1,1,0,1
GB,0,2,74,1,6,1,4,3,3,8,0,1
GB,7,1,66,1,6,1,5,5,2,7,1,7
GB,0,2,63,5,1,5,5,5,5,5,0,1
GB,7,2,36,6,8,7,4,3,3,3,1,7
GB,0,1,89,1,6,2,4,1,3,8,0,1
GB,0,1,75,1,6,3,2,3,2,3,0,1
GB,5,1,50,5,1,8,1,2,4,7,0,5
GB,1,2,66,1,6,1,0,4,3,3,0,1
GB,0,2,82,2,1,1,4,4,1,4,0,1
GB,7,1,35,4,3,1,3,4,4,9,1,7
GB,4,2,58,1,1,6,4,3,5,5,0,4
GB,0,2,71,1,6,7,2,2,4,4,0,1
GB,0,2,63,3,6,4,2,2,2,5,0,1
GB,4,1,64,3,5,1,4,5,4,7,0,4
GB,7,2,42,4,1,7,5,1,4,3,1,7
GB,7,1,19,5,1,8,2,1,4,9,1,7
GB,1,2,62,4,6,6,4,1,2,5,0,1
GB,6,2,58,1,1,4,2,1,2,4,1,6
GB,0,2,35,3,5,3,5,5,5,4,0,1
GB,7,2,50,4,1,3,3,3,4,4,1,7
GB,7,2,31,6,1,7,3,2,4,1,1,7
GB,7,2,52,2,8,9,5,1,2,4,1,7
GB,7,2,42,5,1,4,4,4,3,1,1,7
GB,7,2,52,5,1,8,2,2,2,3,1,7
GB,0,1,49,3,5,1,5,5,0,7,0,1
GB,7,2,35,3,9,1,5,5,1,1,1,7
GB,7,2,47,4,1,6,0,5,4,3,1,7
GB,7,2,23,4,2,2,5,4,4,5,1,7
GB,7,2,66,1,6,2,4,2,2,9,1,7
GB,3,2,27,4,1,3,2,4,3,9,0,3
GB,7,1,68,1,6,6,4,1,2,4,1,7
GB,7,1,38,4,1,8,5,3,3,9,1,7
GB,6,1,28,7,1,9,4,2,2,2,1,6
GB,7,2,42,4,1,4,2,3,3,3,1,7
GB,7,1,61,5,6,4,5,5,4,3,1,7
GB,4,2,40,3,1,1,3,2,3,9,0,4
GB,7,1,35,5,1,6,3,2,2,0,1,7
GB,6,2,66,1,6,2,4,2,1,9,1,6
GB,6,2,67,4,6,3,4,4,4,5,1,6
GB,0,1,64,1,1,2,3,2,2,8,0,1
GB,7,2,51,5,1,7,2,2,2,5,1,7
GB,7,1,23,6,1,7,3,4,4,5,1,7
GB,1,2,89,1,6,3,1,4,3,7,0,1
GB,0,2,53,6,9,1,5,4,2,4,0,1
GB,6,2,64,5,6,6,2,3,2,2,1,6
GB,6,2,72,4,6,8,5,1,3,2,1,6
GB,6,1,64,7,6,10,5,4,3,2,1,6
GB,7,1,48,5,1,8,4,2,4,2,1,7
GB,6,2,17,4,9,10,4,4,2,10,1,6
GB,7,2,49,7,1,3,4,4,1,4,1,7
GB,7,1,67,7,6,10,3,3,3,1,1,7
GB,1,1,59,1,4,1,4,4,4,4,0,1
GB,5,2,48,2,1,2,3,3,3,9,0,5
GB,7,1,42,7,1,9,2,3,3,9,1,7
GB,0,1,75,1,6,1,1,2,2,9,0,1
GB,7,2,65,5,6,4,4,4,4,3,1,7
GB,7,2,29,4,1,7,3,4,5,1,1,7
GB,0,2,28,2,1,1,4,3,5,8,0,1
GB,0,2,88,1,6,1,3,3,3,10,0,1
GB,7,1,39,7,1,3,5,4,3,3,1,7
GB,7,2,69,1,6,3,2,1,1,4,1,7
GB,1,1,64,1,1,8,4,1,1,6,0,1
GB,0,2,70,1,6,1,3,1,3,1,0,1
GB,7,2,62,7,1,2,5,5,0,2,1,7
GB,1,1,69,1,6,4,4,4,4,6,0,1
GB,5,2,21,2,1,9,1,3,4,9,0,5
GB,3,1,69,6,6,6,4,1,3,2,0,3
GB,6,1,32,4,1,5,4,4,4,7,1,6
GB,0,1,21,2,3,1,3,4,4,9,0,1
GB,0,2,19,4,2,1,2,2,3,9,0,1
GB,7,2,47,5,5,5,2,4,3,3,1,7
GB,7,1,85,7,6,7,4,2,4,2,1,7
GB,0,1,27,1,3,1,3,2,5,9,0,1
GB,1,1,80,7,6,7,3,2,3,2,0,1
GB,7,1,25,6,3,1,5,4,3,3,1,7
GB,7,2,28,4,1,5,3,4,5,9,1,7
GB,7,2,33,4,1,6,1,1,3,4,1,7
GB,1,2,90,1,6,2,3,1,3,5,0,1
GB,1,1,85,3,6,3,1,4,3,3,0,1
GB,5,2,51,5,1,2,5,5,3,5,0,5
GB,6,2,35,5,1,7,3,3,4,5,1,6
GB,6,2,80,1,6,2,3,5,5,4,1,6
GB,4,1,54,1,1,9,4,2,4,6,0,4
GB,1,1,69,7,6,2,5,3,4,3,0,1
GB,3,2,62,5,1,9,4,2,4,2,0,3
GB,6,1,44,4,1,10,4,5,5,1,1,6
GB,7,2,58,2,5,6,1,3,2,4,1,7
GB,2,2,42,2,8,3,1,3,1,8,0,2
GB,6,2,32,7,1,8,3,2,1,2,1,6
GB,6,1,58,4,1,5,3,3,1,7,1,6
GB,7,2,39,3,1,3,3,1,3,8,1,7
GB,6,2,49,4,1,1,4,4,3,5,1,6
GB,7,2,66,1,1,7,3,1,4,1,1,7
GB,7,2,51,6,1,8,3,5,3,3,1,7
GB,7,2,49,7,1,9,4,4,5,1,1,7
GB,7,1,54,2,6,8,3,5,4,5,1,7
GB,7,1,36,4,1,3,4,4,4,7,1,7
GB,7,2,33,5,1,2,2,4,4,9,1,7
GB,7,1,31,3,1,7,3,4,4,8,1,7
GB,7,1,39,6,1,10,5,4,3,3,1,7
GB,0,2,61,1,1,10,3,4,4,5,0,1
GB,7,2,64,6,6,5,3,2,3,3,1,7
GB,7,2,52,4,1,5,5,5,3,3,1,7
GB,7,1,48,4,1,10,4,4,4,1,1,7
GB,6,2,42,5,8,9,1,1,1,3,1,6
GB,1,2,79,5,6,5,5,5,5,3,0,1
GB,7,1,72,7,1,6,3,4,1,2,1,7
GB,7,1,47,2,1,10,2,0,2,2,1,7
GB,6,2,44,5,1,9,2,2,4,1,1,6
GB,7,2,56,4,1,8,5,4,4,1,1,7
GB,6,1,83,1,6,2,4,5,4,9,1,6
GB,1,1,72,5,6,3,4,5,5,9,0,1
GB,4,2,56,3,5,4,2,4,4,3,0,4
GB,6,1,34,4,1,6,2,2,3,7,1,6
GB,1,2,79,1,6,1,1,4,4,4,0,1
GB,6,2,70,2,6,4,2,3,2,1,1,6
GB,7,2,46,7,1,7,5,4,4,3,1,7
GB,6,1,60,4,1,5,5,2,2,8,1,6
GB,5,2,47,5,8,10,4,2,3,2,0,5
GB,7,2,67,4,6,1,5,5,5,4,1,7
GB,7,1,18,4,2,10,3,3,3,10,1,7
GB,6,2,57,1,8,4,3,3,2,5,1,6
GB,7,1,69,3,6,7,2,1,4,1,1,7
GB,6,2,78,6,6,4,3,5,4,2,1,6
GB,2,1,47,2,5,2,4,4,4,10,0,2
GB,7,2,61,6,6,6,4,4,4,2,1,7
GB,7,2,51,6,1,10,2,3,2,3,1,7
GB,7,2,49,3,1,4,4,3,2,9,1,7
GB,7,2,44,3,1,7,3,2,3,5,1,7
GB,7,1,19,5,1,1,5,4,5,5,1,7
GB,7,2,48,6,1,7,4,5,3,3,1,7
GB,7,2,54,1,5,1,4,1,1,5,1,7
GB,0,2,25,4,1,3,2,3,4,5,0,1
GB,7,2,48,3,1,4,3,3,4,4,1,7
GB,7,1,29,4,1,9,5,3,3,1,1,7
GB,0,2,69,1,6,1,5,4,2,5,0,1
GB,7,2,49,3,1,3,1,3,5,4,1,7
GB,7,2,31,4,1,8,2,4,2,5,1,7
GB,7,2,45,2,1,3,3,3,2,1,1,7
GB,0,1,47,1,5,1,5,5,5,9,0,1
GB,0,2,30,7,1,6,1,2,3,5,0,1
GB,6,2,49,4,1,4,1,4,2,4,1,6
GB,0,1,57,1,1,1,4,4,1,6,0,1
GB,0,1,46,1,5,2,1,4,4,10,0,1
GB,7,1,38,4,3,1,3,4,3,8,1,7
GB,7,2,47,2,1,7,5,5,4,3,1,7
GB,7,1,41,5,1,6,3,3,5,8,1,7
GB,1,2,66,1,8,6,4,1,4,5,0,1
GB,6,2,51,6,4,3,3,3,2,2,1,6
GB,7,2,49,7,1,8,4,3,2,2,1,7
GB,7,1,49,7,1,10,5,5,2,1,1,7
GB,0,2,76,1,6,1,2,3,3,10,0,1
GB,1,2,64,1,6,2,4,5,2,5,0,1
GB,7,2,48,7,1,10,4,3,3,1,1,7
GB,7,1,32,6,1,7,5,3,4,1,1,7
GB,7,1,24,6,1,6,0,4,4,2,1,7
GB,2,1,45,3,1,4,2,1,3,8,0,2
GB,6,2,34,4,1,8,5,3,3,1,1,6
GB,7,2,41,7,1,1,5,2,2,4,1,7
GB,7,2,66,1,1,3,4,3,1,5,1,7
GB,7,1,71,3,6,3,3,3,4,6,1,7
GB,4,2,60,2,6,6,1,1,2,4,0,4
GB,0,1,77,3,6,4,2,3,4,2,0,1
GB,7,2,39,4,1,10,2,2,3,1,1,7
GB,1,1,74,6,6,5,4,2,4,4,0,1
GB,7,2,38,3,1,9,5,5,5,2,1,7
GB,6,1,36,6,1,8,2,4,3,2,1,6
GB,7,2,48,3,1,3,5,5,2,4,1,7
GB,7,1,31,6,1,10,2,1,3,2,1,7
GB,7,2,63,2,3,3,5,1,2,2,1,7
GB,0,2,69,1,6,1,3,1,2,4,0,1
GB,7,2,21,6,1,6,4,4,4,5,1,7
GB,3,2,49,2,1,7,4,4,5,4,0,3
GB,0,2,47,1,4,3,3,1,1,10,0,1
GB,2,1,79,5,6,7,1,1,1,1,0,2
GB,7,2,45,4,1,8,3,1,2,5,1,7
GB,7,1,19,3,1,7,2,2,4,5,1,7
GB,7,1,45,2,1,5,2,2,2,7,1,7
GB,0,1,83,1,6,1,4,3,2,7,0,1
GB,7,1,32,2,1,10,3,5,4,7,1,7
GB,7,2,26,5,1,1,3,3,4,2,1,7
GB,0,1,80,1,6,2,4,4,4,8,0,1
GB,7,1,87,5,6,1,5,4,1,3,1,7
GB,7,2,54,5,5,10,5,3,5,3,1,7
GB,7,2,60,3,1,4,2,5,5,4,1,7
GB,1,1,80,1,6,2,5,3,5,1,0,1
GB,5,2,71,7,9,8,2,1,1,2,0,5
GB,7,2,40,5,8,10,2,4,3,1,1,7
GB,1,2,58,6,8,8,5,5,0,8,0,1
GB,7,2,59,3,1,5,5,5,4,3,1,7
GB,6,2,57,1,4,4,1,4,4,1,1,6
GB,7,1,26,4,1,7,5,3,4,1,1,7
GB,7,1,39,5,1,4,4,4,5,7,1,7
GB,7,1,33,6,1,10,4,4,4,1,1,7
GB,7,1,42,4,1,7,4,2,2,4,1,7
GB,6,2,19,2,9,3,4,4,2,9,1,6
GB,7,2,43,6,1,7,5,5,4,1,1,7
GB,1,1,55,3,1,2,4,1,2,8,0,1
GB,0,2,69,1,6,4,4,2,3,9,0,1
GB,7,2,22,5,1,6,5,4,3,5,1,7
GB,7,2,37,3,3,1,4,5,5,1,1,7
GB,0,2,66,1,6,2,2,1,2,9,0,1
GB,4,1,33,7,9,1,2,4,1,5,0,4
GB,1,2,49,2,1,2,3,4,4,5,0,1
GB,7,2,25,4,1,5,4,5,3,5,1,7
GB,1,1,69,1,6,5,5,1,4,5,0,1
GB,0,2,82,1,6,2,5,1,4,9,0,1
GB,4,2,40,4,1,3,5,3,2,3,0,4
GB,0,1,24,3,3,9,5,5,5,4,0,1
GB,7,1,29,3,1,5,5,5,4,5,1,7
GB,7,1,46,2,5,3,5,4,4,8,1,7
GB,7,1,69,6,6,3,4,4,4,1,1,7
GB,2,1,62,5,1,2,4,1,4,8,0,2
GB,7,2,44,2,1,1,4,4,4,5,1,7
GB,6,2,44,5,8,7,4,4,4,5,1,6
GB,7,2,22,4,3,2,4,5,5,9,1,7
GB,6,1,59,1,6,1,2,2,4,4,1,6
GB,0,2,60,1,8,4,4,4,3,9,0,1
GB,7,1,57,3,1,4,5,1,3,1,1,7
GB,5,2,62,5,1,7,3,4,4,1,0,5
GB,0,2,73,2,6,5,5,3,3,5,0,1
GB,7,2,79,2,6,5,3,2,1,4,1,7
GB,7,1,31,7,1,8,4,4,4,2,1,7
GB,1,2,61,2,1,4,3,4,3,5,0,1
GB,7,2,64,2,6,1,4,4,2,3,1,7
GB,7,1,29,7,1,8,5,3,3,2,1,7
GB,7,1,60,6,6,8,4,4,3,1,1,7
GB,7,1,33,1,3,1,0,3,5,9,1,7
GB,7,2,36,4,1,3,2,2,1,5,1,7
GB,0,1,83,3,6,5,4,2,4,7,0,1
